GUID,Customer Name,Internal Dashboard ID,Google Ads Account ID,Google Ads Account Name,Engaged Prospect : Google Analytics Conversion Goal,Google Analytics Account Name,GoogleAnalyticsEmail,Google Analytics Property,Google Analytics View ID,Facebook Account ID,Facebook Account Name,MS Advertising Bing Account No.,Bing Account ID,MS Advertising Account Name,CRON ID,Google Analytics UA-ID,Facebook Pixel ID,Trial,Active,Matches Internal Dashboard Credentials,Verification Assigned @reuben@smedia.ca ,Verifed as Correct?,Notes,CSM,Google Ad Ops Manager,Facebook Ad Ops Manager,Duplicate Keys (T/F),Duplicate Google Analytics View IDs(T/F),FB GA Soure / Medium,Group ID,Group Name,PR Sheet ID,PR Sheet Link,Domain
33915263,Efird Chrysler Jeep Dodge,602e2a91c2954e001e38d72f,,,1,A1 Button (18) (169324917),smediaanalytic@gmail.com,Efird Chrysler Jeep Dodge,221974802,279070260117094,Efird Chrysler Jeep Dodge,,,,efirdchryslerjeepdodgecom,UA-169324917-35,266566328098202,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,12mYpf5hp6CsM7Y-jsp-w43_JeNl420yKVsam2ajoxoA,https://docs.google.com/spreadsheets/d/12mYpf5hp6CsM7Y-jsp-w43_JeNl420yKVsam2ajoxoA,efirdchryslerjeepdodge.com
31532059,Elite Auto Centre,602e2651c2954e001e38cdd6,,,3,AI Button(7) (141626127),smediaanalytic@gmail.com,Elite Auto Centre,196962588,332935080714663,Elite Auto Centre,,,,eliteautocentre,UA-141626127-16,896576297366206,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1koM-RLIyaxGkjwg9kZ5mtBastKQZ19OfPvbAnoJkBjA,https://docs.google.com/spreadsheets/d/1koM-RLIyaxGkjwg9kZ5mtBastKQZ19OfPvbAnoJkBjA,eliteautocentre.ca
35711172,Embrun Ford,602e2827c2954e001e38d1e0,557-962-0225,Embrun Ford,1,AI Button 10 (148906878),smediaanalytic@gmail.com,Embrun Ford,204931687,967867440243461,Embrun Ford,,,,embrunford,UA-148906878-49,976741302693516,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1xl6wzqjcWUH-I8WWvOqDkmzq8hlIPfEo_72eoKLq0Gg,https://docs.google.com/spreadsheets/d/1xl6wzqjcWUH-I8WWvOqDkmzq8hlIPfEo_72eoKLq0Gg,embrunford.com
31530750,Energy Dodge Chrysler Jeep Ram,602e2550c2954e001e38cb84,361-783-4542,Energy Dodge,1,AI Button (4) (134636584),smediaanalytic@gmail.com,Energy Dodge Chrysler Jeep Ram,192512799,2332174517017797,Energy Dodge Chrysler Jeep Ram,,,,energydodge,UA-134636584-36,837927476556542,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1akXkxgTcJa9ESQH_cUzpeXEt4uWfsTdoo7W2qkewD7s,https://docs.google.com/spreadsheets/d/1akXkxgTcJa9ESQH_cUzpeXEt4uWfsTdoo7W2qkewD7s,energydodge.com
50983635,Ens Lexus,602e264cc2954e001e38cdcb,429-330-7130,,3,AI Button(7) (141626127),smediaanalytic@gmail.com,Ens Lexus,196931888,958808247490472,Ens Lexus,,,,enslexus,UA-141626127-10,1634040220181610,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,AG-0008,Ens,1SZ1wcBRJHuLRNIjiSuE-Z1fGR35xYwqAwUmWUD9fdQs,https://docs.google.com/spreadsheets/d/1SZ1wcBRJHuLRNIjiSuE-Z1fGR35xYwqAwUmWUD9fdQs,enslexus.ca
31530631,Ens Toyota,602e23edc2954e001e38c83d,377-586-3408,,1,FB Accounts (118985773),smediaanalytic@gmail.com,Ens Toyota,177676154,958809577490339,Ens Toyota,,,,enstoyota,UA-118985773-17,1710831755795370,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,AG-0008,Ens,1SZ1wcBRJHuLRNIjiSuE-Z1fGR35xYwqAwUmWUD9fdQs,https://docs.google.com/spreadsheets/d/1SZ1wcBRJHuLRNIjiSuE-Z1fGR35xYwqAwUmWUD9fdQs,enstoyota.ca
15858377,Erin Mills Mazda,5fb6cfdb4a7927001d9f8c5a,954-929-6462,Erin Mills Mazda,1,AI Button(3) (130939443),smediaanalytic@gmail.com,Erin Mills Mazda,189696161,2006313506131891,Erin Mills Mazda,F1259KRL,156003642,Erin Mills Mazda,erinmillsmazda,UA-130939443-46,2273963592927850,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,AG-0033,Queensway Auto Group,1iANnDCS1i9YpTod6NLNs309BZEeRSpdanKZ-EG4z_xM,https://docs.google.com/spreadsheets/d/1iANnDCS1i9YpTod6NLNs309BZEeRSpdanKZ-EG4z_xM,erinmillsmazda.ca
33919654,Escondido Auto Super Center,602e26c0c2954e001e38cec4,386-001-0505,Escondido Auto Super Center,3,AI Button(8) (143782155),smediaanalytic@gmail.com,Escondido Auto Super Center,198640072,728080884332275,Escondido Auto Super Center,,,,escoauto,UA-143782155-7,488064385281225,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1v8aImqLI3VesOBw0cPbLLS1zsBCI0-Yv1WmcQtgpheE,https://docs.google.com/spreadsheets/d/1v8aImqLI3VesOBw0cPbLLS1zsBCI0-Yv1WmcQtgpheE,escoauto.com
31530498,Estevan Motors LTD,,913-873-3864,Estevan Motors,1,AI Button(9) (146366686),smediaanalytic@gmail.com,Estevan Motors LTD,201694350,,,,,,estevanmotors,UA-146366686-28,2625238717521410,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,#N/A
50995719,Farm World,602e2423c2954e001e38c8b8,279-855-3446,Farm World,2,Custom Campaigns (107116176),smediawebmastertool@gmail.com,Farm World,181579578,985621251635828,Farm World,,,,farmworld,UA-107116176-39,336304703619568,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1dVaMBzdIUP3P68rAYAG8XxgimkWTm3yg_LDfH1RSaCk,https://docs.google.com/spreadsheets/d/1dVaMBzdIUP3P68rAYAG8XxgimkWTm3yg_LDfH1RSaCk,farmworld.ca
15747897,Fedderly Chrysler Dodge Jeep,602e2478c2954e001e38c979,434-979-3525,Fedderly Chrysler Dodge Jeep,3,FB Accounts (118985773),smediaanalytic@gmail.com,Fedderly Chrysler Dodge Jeep,184485314,,,,,,fedderlychryslerdodgejeep,UA-118985773-44,312787915980988,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1ZIHf1PDutMdrZunL2eat9Ob6epQ9diSjsR8wDeogxQI,https://docs.google.com/spreadsheets/d/1ZIHf1PDutMdrZunL2eat9Ob6epQ9diSjsR8wDeogxQI,fedderlychryslerdodgejeep.com
31531999,Fernie Chrysler,602e2537c2954e001e38cb47,,,1,AI Button (4) (134636584),smediaanalytic@gmail.com,Fernie Chrysler,192042477,377737349764428,Fernie Chrysler,,,,ferniechrysler,UA-134636584-25,276501846571949,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,ferniechrysler.ca
33919586,Findlay Chrysler Jeep Dodge Ram Idaho,602e26c5c2954e001e38ced0,,,3,AI Button(8) (143782155),smediaanalytic@gmail.com,Findlay Chrysler Jeep Dodge Ram,198630469,355451931795908,Findlay Chrysler Jeep Dodge Ram (Idaho),F125JWT2,156004034,Findlay CDJR,postfallschryslerjeepdodgeram,UA-143782155-8,437556076857904,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,AG-0017,Findlay Auto Group,1jO1v21ROqEODOPSXznHsLyZbKSDErS_Cx3czMKRaUWo,https://docs.google.com/spreadsheets/d/1jO1v21ROqEODOPSXznHsLyZbKSDErS_Cx3czMKRaUWo,postfallschryslerjeepdodgeram.com
50995723,Fluid Clarification,602e23e8c2954e001e38c834,696-318-3962,Fluid Clarification,1,AI Button (22)(190651803),smediaanalytic@gmail.com,Fluid Clarification,242661478,,,,,,fluidclarification,UA-190651803-98,-,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1i19dCekTl503TtYgrPPM9OoxhyXiJzvGeavkh8OWRCs,https://docs.google.com/spreadsheets/d/1i19dCekTl503TtYgrPPM9OoxhyXiJzvGeavkh8OWRCs,fluidclarification.com
33355306,Folsom Lake GMC,602e25cbc2954e001e38cc9f,,,1,AI Button(5) (137985131),smediaanalytic@gmail.com,Folsom Buick GMC,195387302,702264770192769,Folsom Buick GMC,,,,folsombuickgmc,UA-137985131-45,413627376124657,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1zEFagnxCBCtdnDeZfCMiJIUcIDWaOZzz7GkliS0bHRI,https://docs.google.com/spreadsheets/d/1zEFagnxCBCtdnDeZfCMiJIUcIDWaOZzz7GkliS0bHRI,folsombuickgmc.com
33650455,Fort Frances GM,602e273cc2954e001e38cfce,298-616-7164,Fort Frances GM,1,AI Button(9) (146366686),smediaanalytic@gmail.com,Fort Frances GM,200932073,357153135160541,Fort Frances GM,F125KC7G,156002977,Fort Frances GM,fortfrancesgm,UA-146366686-7,2496784147050050,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,14f1s4dnFLs_-IKCJy6vyPoOIbvyhvQsCktfBeyWAS2c,https://docs.google.com/spreadsheets/d/14f1s4dnFLs_-IKCJy6vyPoOIbvyhvQsCktfBeyWAS2c,fortfrancesgm.com
50995726,Framemasters Gallery,602e241ec2954e001e38c8ae,202-095-1221,Framemasters Gallery,1,AI Button (22)(190651803),smediaanalytic@gmail.com,Framemaster Gallery,242591683,190234931891779,Framemaster Gallery,,,,framemastersgallery,UA-190651803-101,-,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1xfVL5azo3LZ72qHwW8mfpIEXBrHtMGJL4yLagIIvHAE,https://docs.google.com/spreadsheets/d/1xfVL5azo3LZ72qHwW8mfpIEXBrHtMGJL4yLagIIvHAE,framemastersgallery.ca
31530593,Frank Dunn RV Sales,602e255bc2954e001e38cb9b,,,1,AI Button (4) (134636584),smediaanalytic@gmail.com,Frank Dunn RV Sales,192695423,2317847155159848,Frank Dunn RV Sales,,,,frankdunntrailersales,UA-134636584-39,2198311440421160,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1scf9v90pxRZ09a18Xme69YuSI4a5xmZ0IcA_ja6R-tY,https://docs.google.com/spreadsheets/d/1scf9v90pxRZ09a18Xme69YuSI4a5xmZ0IcA_ja6R-tY,frankdunntrailersales.com
51843368,Prince Albert Toyota,602e24cfc2954e001e38ca49,497-434-0656,Prince Albert Toyota,1,AI Button(3) (130939443),smediaanalytic@gmail.com,Prince Albert Toyota,188085864,223092568634824,Prince Albert Toyota,,,,frankdunntoyota,UA-130939443-23,345526356046564,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,10V6uk_U1u4lBQ8VLPwI6uRHdCfySapjKPJer3p35gfU,https://docs.google.com/spreadsheets/d/10V6uk_U1u4lBQ8VLPwI6uRHdCfySapjKPJer3p35gfU,frankdunntoyota.com
50995729,Frank Leta Acura,602e2a1fc2954e001e38d635,,,,LETA Acura (28126328),smediaanalytic@gmail.com,Frank Leta Acura,125489967,898975987241204,Frank Leta Acura,,,,frankletaacuracom,UA-28126328-1,550812385624450,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,,,frankletaacura.com
38034159,Frank Leta Honda,602e2a25c2954e001e38d640,,,16,LETA Honda (13032665),smediaanalytic@gmail.com,LETA Honda,123174781,732261954183944,Frank Leta Honda,,,,frankletahondacom,UA-13032665-1,241516347060652,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,frankletahonda.com
42645331,Freedom Buick GMC Truck,602e2569c2954e001e38cbbc,,,1,AI Button(5) (137985131),smediaanalytic@gmail.com,Freedom Buick GMC Truck,193156792,731868060868218,Freedom Buick GMC,,,,freedombg,UA-137985131-3,457618535263214,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1unUmPq8xG7gEIeRobKM5_ytbK3yOHvf_BVKqLFFZpMw,https://docs.google.com/spreadsheets/d/1unUmPq8xG7gEIeRobKM5_ytbK3yOHvf_BVKqLFFZpMw,freedombg.com
20893109,Fritts Ford,602e2332c2954e001e38c68b,,,1,FB Accounts (111241337),smediawebmastertool@gmail.com,Fritts Ford,166658197,1564496616921629,Fritts Ford,,,,frittsford,UA-111241337-14,2039137206354260,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,frittsford.com
33650354,Georgian Chevrolet Buick GMC,602e21dec2954e001e38c338,479-206-4590,Georgian Chevrolet,2,smedia (42553815),marshalsmedia@gmail.com,Georgian Chevrolet Buick GMC,124261711,1068245406546755,Georgian Chev,F125JAT9,156003034,Georgian Chev,georgianchevrolet,UA-42553815-40,1065603753520040,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1YQhu_lfTJcJ8fwXJw7yghCx13ovfy27X1Dhg1MZIiL8,https://docs.google.com/spreadsheets/d/1YQhu_lfTJcJ8fwXJw7yghCx13ovfy27X1Dhg1MZIiL8,georgianchevrolet.com
31531766,Get-Away RV Centre,602e2528c2954e001e38cb23,,,1,AI Button (4) (134636584),smediaanalytic@gmail.com,Get Away RV,191656846,438106433597459,Get Away RV,,,,getawayrv,UA-134636584-18,364035694199359,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1gBr8WUdWWkKLMFVUqYhJxDFp3jF7ZoJ6QK9SshSBQLM,https://docs.google.com/spreadsheets/d/1gBr8WUdWWkKLMFVUqYhJxDFp3jF7ZoJ6QK9SshSBQLM,getawayrv.com
33917449,Goben Cars,602e29bcc2954e001e38d559,148-106-8698,Goben Cars,1,A1 Button (14) (159081726),smediaanalytic@gmail.com,Goben Cars,213215717,2957646247659958,Goben Cars,,,,gobencarscom,UA-159081726-31,669081513888134,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,gobencars.com
51717960,Grande Prairie Honda,602e27f4c2954e001e38d16e,703-478-1944,Grande Prairie Honda,1,AI Button 10 (148906878),smediaanalytic@gmail.com,Grand Prairie Honda,204170939,1014060285691668,Grande Prairie Honda,,,,grandeprairiehonda,UA-148906878-22,614061592814163,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,AG-0001,Bannister,1ICn8A_jDR0xPH0ujWPJU2-DPzoMoja1mhF3IAdjOyTs,https://docs.google.com/spreadsheets/d/1ICn8A_jDR0xPH0ujWPJU2-DPzoMoja1mhF3IAdjOyTs,gphonda.ca
20475327,Great North GM,602e19d7c2954e001e3783b0,382-274-1753,Great North GM,4,Great North Chev (83254413),smediawebmastertool@gmail.com,Great North Chev,128625552,1115130251858270,Great North GM,,,,greatnorthgm,UA-83254413-1,246520919081121,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1q3EeEGywles8NuSBL4wUKrfssH4odEITiJxlIF34Bss,https://docs.google.com/spreadsheets/d/1q3EeEGywles8NuSBL4wUKrfssH4odEITiJxlIF34Bss,greatnorthgm.ca
33913529,Gulf Chrysler Dodge Jeep,5e9770161033fe0e3268fd5a,,,3,Gulf Chrysler Dodge Jeep,smediaanalytic@gmail.com,Gulf Chrysler Dodge Jeep,204925346,1088562878199379,Gulf Chrysler Dodge Jeep,,,,gulfchryslerdodgejeep,UA-52450387-1,410250632796192,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,gulfchryslerdodgejeep.net
35712037,Hallman GM,602e2a5ac2954e001e38d6b5,764-426-4135,Hallman GM,1,AI Button (17)(167380325),smediaanalytic@gmail.com,Hallman GM,219696808,3119626481436457,Hallman GM,,,,hallmangmcom,UA-167380325-37,2375265039433170,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1sl0M33Su_NNR_o4yKZQWSNjw62SMUjN55jMLI9upeFU,https://docs.google.com/spreadsheets/d/1sl0M33Su_NNR_o4yKZQWSNjw62SMUjN55jMLI9upeFU,hallmangm.com
24893562,Hammer Chevrolet,602e21e3c2954e001e38c346,,,1,Fb Accounts(3)(96122244),smediawebmastertool@gmail.com,Hammer Chevrolet,148698362,1347935745244385,Hammer Chevrolet,,,,hammerchevy,UA-96122244-26,1441404455912080,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1zXZoDJU0T5kOkhUgAogPbXsVAQbH1Yadv182rCF0LJQ,https://docs.google.com/spreadsheets/d/1zXZoDJU0T5kOkhUgAogPbXsVAQbH1Yadv182rCF0LJQ,hammerchevy.com
24638711,Hanover Chrysler,602e21e8c2954e001e38c352,,,1,FB Accounts(81632709),smediawebmastertool@gmail.com,Hanover Chrysler Dodge,133873808,1189966127708015,Hanover Chrysler,,,,hanoverchryslerdodge,UA-81637209-29,1312709922092720,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,16ri5MTdGrS9rScD8L2HZFLS7FXbCoqDYeAfRqGcRKfw,https://docs.google.com/spreadsheets/d/16ri5MTdGrS9rScD8L2HZFLS7FXbCoqDYeAfRqGcRKfw,hanoverchryslerdodge.com
33650633,Harris Oceanside Chev Buick GMC,602e2a05c2954e001e38d5f6,549-232-4496,Harris Oceanside Chev,1,A1 Button (15) (161444828),smediaanalytic@gmail.com,Harris Oceanside Chev Buick GMC,214973594,251846502649723,Harris Oceanside Chev Buick GMC,,,,harrisoceansidegmcom,UA-161444828-19,150686862968498,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1EWGTyo6OU3f4mksEHLdxq70bysfvssqrKcn2jAYmpqE,https://docs.google.com/spreadsheets/d/1EWGTyo6OU3f4mksEHLdxq70bysfvssqrKcn2jAYmpqE,harrisoceansidegm.com
33353811,Hawkins Chevrolet,602e2602c2954e001e38cd21,,,3,AI Button(6) (140422192),smediaanalytic@gmail.com,Hawkins Chevrolet,195696844,360078814865271,Hawkins Chevrolet,,,,hawkinschevrolet,UA-140422192-33,689873998114519,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1OPrBnSwlP0AeR_eZCXxZ_KTgOrcOMgHOXZEvnMQXGAE,https://docs.google.com/spreadsheets/d/1OPrBnSwlP0AeR_eZCXxZ_KTgOrcOMgHOXZEvnMQXGAE,hawkinschevrolet.com
20475269,Hayes Automotive Group,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,Haroon,TRUE,Parent Account,,,,FALSE,FALSE,,,,,,#N/A
43013318,Hayes Chevrolet,602e295fc2954e001e38d489,304-324-4884,Hayes Chevrolet,1,A1 Button (13) (157545294),smediaanalytic@gmail.com,Hayes Chevrolet,211922331,2313366065627307,Hayes Chevrolet,,,,hayeschevroletcom,UA-157545294-37,204791413930946,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1cTOco9mslvk4newhYamdWGYQ2a5Oxnhcn2MD6uabAn8,https://docs.google.com/spreadsheets/d/1cTOco9mslvk4newhYamdWGYQ2a5Oxnhcn2MD6uabAn8,hayeschevrolet.com
43013315,Hayes Chrysler Dodge Jeep of Baldwin,602e2957c2954e001e38d475,349-641-7000,Hayes Chrysler Dodge Jeep,1,A1 Button (13) (157545294),smediaanalytic@gmail.com,Hayes Chrysler Dodge Jeep of Baldwin,211857038,611126496117411,Hayes Chrysler Dodge Jeep of Baldwin,,,,hayeschryslerdodgejeepofbaldwincom,UA-157545294-38,500535904191780,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1YEJOe-mLoj8HtL-osteMN_0nEh70qS40-Kg2X4hrJL4,https://docs.google.com/spreadsheets/d/1YEJOe-mLoj8HtL-osteMN_0nEh70qS40-Kg2X4hrJL4,hayeschryslerdodgejeepofbaldwin.com
52124365,Hayes Chrysler Lawrenceville,602e295bc2954e001e38d47f,527-194-1325,Hayes Chrysler Lawrenceville,1,A1 Button (13) (157545294),smediaanalytic@gmail.com,Hayes Chrysler Lawrenceville,211900409,576604282929903,Hayes Chrysler Lawrenceville,,,,hayeschryslerlawrencevillecom,UA-157545294-39,193251115275314,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,hayeschryslerlawrenceville.com
15750939,Heartland Honda,602e228dc2954e001e38c4fa,302-970-7629,Heartland Honda,1,dealerspike heartland honda,smediawebmastertool@gmail.com,www.heartlandhonda.com,166965697,1410009322370360,Heartland Honda,F125LC9L,156003273,Heartland Honda,heartlandhonda,UA-71208701-1,1681865411853670,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1zxFggBigjoxmWmRQvSqvCPlzlFUdcGhuF5g1afPVMNg,https://docs.google.com/spreadsheets/d/1zxFggBigjoxmWmRQvSqvCPlzlFUdcGhuF5g1afPVMNg,heartlandhonda.com
30807916,Heninger Toyota,602e247dc2954e001e38c986,894-164-5154,Heninger Toyota,1,Heninger Toyota (40222132),smediaanalytic@gmail.com,Heninger Toyota,186421579,297935674377704,Heninger Toyota,,,,heningertoyota,UA-40222132-1,952176748307878,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1QykTSU65C7wYHgat3FpXaKbIqymDxa2qVDYBB8UC1mY,https://docs.google.com/spreadsheets/d/1QykTSU65C7wYHgat3FpXaKbIqymDxa2qVDYBB8UC1mY,heningertoyota.com
43013741,Heritage Honda Calgary,602e2460c2954e001e38c944,,,1,AI Button(2) (127273656),smediaanalytic@gmail.com,Heritage Honda,183335898,715000432009000,Heritage Honda,,,,heritagehonda,UA-127273656-3,226478681095109,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,AG-0004,Dilawri Alberta,1J52QMJk9vyMwjWTgHBRn4ZM1NlM-rZb5p4BhNmt56aM,https://docs.google.com/spreadsheets/d/1J52QMJk9vyMwjWTgHBRn4ZM1NlM-rZb5p4BhNmt56aM,heritagehonda.ca
42644137,Hertz Billings,602e2976c2954e001e38d4b8,707-296-6470,Hertz Overland Billings,1,A1 Button (14) (159081726),smediaanalytic@gmail.com,Hertz Billings,212400576,488085511863494,Overland West Inc - Hertz Billings,,,,hertzbillingscom,UA-159081726-10,2601161143541820,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,17jgS74e4AiOCJmprmNlrorLS4HJa3HZ3V0GxPOe4DJU,https://docs.google.com/spreadsheets/d/17jgS74e4AiOCJmprmNlrorLS4HJa3HZ3V0GxPOe4DJU,hertzbillings.com
42644043,Hertz Idaho Falls,602e297ac2954e001e38d4c2,994-779-1980,Hertz Idaho Falls,1,A1 Button (14) (159081726),smediaanalytic@gmail.com,Hertz Idaho Falls,212338129,3382916691738071,Hertz Idaho Falls,,,,hertzidahofallscom,UA-159081726-12,320100728945609,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1T2TaLQdSii1NjFRyK4EpoRSv3pMbiIuDwTWdWLKkBc0,https://docs.google.com/spreadsheets/d/1T2TaLQdSii1NjFRyK4EpoRSv3pMbiIuDwTWdWLKkBc0,hertzidahofalls.com
33033336,Hertz Layton,602e297ec2954e001e38d4cc,240-680-5468,Hertz Overland Layton,1,A1 Button (14) (159081726),smediaanalytic@gmail.com,Hertz Layton,212358588,2853699321386290,Hertz Layton,,,,hertzlaytoncom,UA-159081726-11,1536101756566760,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1V4mZQzO81yLzsp6Ih_J8FUiQZOxnViNwIUIaaQzq9xI,https://docs.google.com/spreadsheets/d/1V4mZQzO81yLzsp6Ih_J8FUiQZOxnViNwIUIaaQzq9xI,hertzlayton.com
50995735,Hertz Ogden,602e28acc2954e001e38d2f3,,,1,New Accounts (154745040),marshalsmedia@gmail.com,Hertz Overland West - Ogden,209544347,482300846056465,Hertz Overland West - Ogden,,,,hertzogdencom,UA-154745040-38,2555683948001570,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1dh72J44Ad9jPaYB6Vsvq95RwMKVj3Bjqo4CnZ0FoRGg,https://docs.google.com/spreadsheets/d/1dh72J44Ad9jPaYB6Vsvq95RwMKVj3Bjqo4CnZ0FoRGg,hertzogden.com
33650359,Heuvelmans Chevrolet Buick GMC Cadillac,602e2749c2954e001e38cfeb,,,1,AI Button(9) (146366686),smediaanalytic@gmail.com,Heuvelmans Chevrolet Buick GMC Cadillac,201176591,888148194894321,Heuvelmans Chevrolet Buick GMC Cadillac,,,,heuvelmanschev,UA-146366686-14,546597515879532,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,heuvelmanschev.ca
38035720,Hibbing Chrysler Center,602e2913c2954e001e38d3dc,,,1,A1 Button (13) (157545294),smediaanalytic@gmail.com,Hibbing Chrysler Center,211639908,562825760985772,Hibbing Chrysler Center,,,,hibbingchryslercenternet,UA-157545294-23,2598646423706490,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1MLIkDGBMfoo4hvMbFf7GBZGRGiTlEzZKXa3V_E9aX1c,https://docs.google.com/spreadsheets/d/1MLIkDGBMfoo4hvMbFf7GBZGRGiTlEzZKXa3V_E9aX1c,hibbingchryslercenter.net
24893568,High Level Motor Products,602e21edc2954e001e38c35e,105-836-4313,High Level Motor Products,1,,smediawebmastertool@gmail.com,,134382305,1198957720142189,High Level Motor Products,,,,highlevelmotorproducts,UA-81637209-37,1020793404696300,FALSE,FALSE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,,,highlevelmotorproducts.com
30910311,High River Toyota,602e28eac2954e001e38d37f,198-115-7972,High River Toyota,1,A1 Button (12) (156597236),smediaanalytic@gmail.com,High River Toyota,210675073,582139279004782,High River Toyota,F125451D,156003729,High River Toyota,highrivertoyotaca,UA-156597236-41,218752339298283,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,facebook.com_smedia / social,,,1MdWxsh6PHPSuq6_JtEvfj5nASVHkbjHrHaKdV2ZgxWM,https://docs.google.com/spreadsheets/d/1MdWxsh6PHPSuq6_JtEvfj5nASVHkbjHrHaKdV2ZgxWM,highrivertoyota.ca
32490995,Hillside Chevrolet Buick GMC Cadillac,602e26ecc2954e001e38cf23,511-357-7139,Hillside Chevrolet,3,AI Button(8) (143782155),smediaanalytic@gmail.com,Hillside Chevrolet Buick GMC Cadillac,199552403,2376390112440826,Hillside Chevrolet Buick GMC Cadillac,,,,hillsidechevrolet,UA-143782155-29,2289675194483340,FALSE,TRUE,TRUE,Haroon,TRUE,,,,,FALSE,FALSE,,,,1F74VPoG1j5VEJzsSS8_n3SUUAi8ZOda4y9qIuvYSqK0,https://docs.google.com/spreadsheets/d/1F74VPoG1j5VEJzsSS8_n3SUUAi8ZOda4y9qIuvYSqK0,hillsidechevrolet.com
